id,quality_grade,url,image_url,species_guess,scientific_name,common_name
6530336,research,https://www.inaturalist.org/observations/6530336,https://static.inaturalist.org/photos/8273890/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
6563457,research,https://www.inaturalist.org/observations/6563457,https://inaturalist-open-data.s3.amazonaws.com/photos/8324731/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
7010801,research,https://www.inaturalist.org/observations/7010801,https://inaturalist-open-data.s3.amazonaws.com/photos/8986144/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
8885600,research,https://www.inaturalist.org/observations/8885600,https://inaturalist-open-data.s3.amazonaws.com/photos/11951241/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
8885601,research,https://www.inaturalist.org/observations/8885601,https://inaturalist-open-data.s3.amazonaws.com/photos/11951242/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
10525464,research,https://www.inaturalist.org/observations/10525464,https://inaturalist-open-data.s3.amazonaws.com/photos/14650765/medium.jpeg,Серая Ворона,Corvus cornix,Серая ворона
12599307,research,https://www.inaturalist.org/observations/12599307,https://static.inaturalist.org/photos/18214178/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
12958358,research,https://www.inaturalist.org/observations/12958358,https://static.inaturalist.org/photos/18836975/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
14137787,research,https://www.inaturalist.org/observations/14137787,https://static.inaturalist.org/photos/20948492/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
14607656,research,https://www.inaturalist.org/observations/14607656,https://inaturalist-open-data.s3.amazonaws.com/photos/21777435/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
16635399,research,https://www.inaturalist.org/observations/16635399,https://inaturalist-open-data.s3.amazonaws.com/photos/25075140/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
18692441,research,https://www.inaturalist.org/observations/18692441,https://inaturalist-open-data.s3.amazonaws.com/photos/28618342/medium.jpg,Cornacchia grigia,Corvus cornix,Серая ворона
18692447,research,https://www.inaturalist.org/observations/18692447,https://inaturalist-open-data.s3.amazonaws.com/photos/28618354/medium.jpg,Cornacchia grigia,Corvus cornix,Серая ворона
18821214,research,https://www.inaturalist.org/observations/18821214,https://inaturalist-open-data.s3.amazonaws.com/photos/28829495/medium.jpeg,Hooded Crow,Corvus cornix,Серая ворона
19115113,research,https://www.inaturalist.org/observations/19115113,https://inaturalist-open-data.s3.amazonaws.com/photos/29338983/medium.jpeg,Hooded Crow,Corvus cornix,Серая ворона
19706888,research,https://www.inaturalist.org/observations/19706888,https://inaturalist-open-data.s3.amazonaws.com/photos/30358948/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
19706940,research,https://www.inaturalist.org/observations/19706940,https://inaturalist-open-data.s3.amazonaws.com/photos/30359051/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
19905845,research,https://www.inaturalist.org/observations/19905845,https://inaturalist-open-data.s3.amazonaws.com/photos/30701354/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
20312588,research,https://www.inaturalist.org/observations/20312588,https://inaturalist-open-data.s3.amazonaws.com/photos/31363220/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
20380236,research,https://www.inaturalist.org/observations/20380236,https://inaturalist-open-data.s3.amazonaws.com/photos/31474162/medium.jpeg,Серая ворона,Corvus cornix,Серая ворона
20519735,research,https://www.inaturalist.org/observations/20519735,https://inaturalist-open-data.s3.amazonaws.com/photos/31673698/medium.jpg,Серая ворона,Corvus cornix,Серая ворона
21070816,research,https://www.inaturalist.org/observations/21070816,https://inaturalist-open-data.s3.amazonaws.com/photos/32556888/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
21071775,research,https://www.inaturalist.org/observations/21071775,https://inaturalist-open-data.s3.amazonaws.com/photos/32558410/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
22307186,research,https://www.inaturalist.org/observations/22307186,https://static.inaturalist.org/photos/34547300/medium.jpeg,Corneille mantelée,Corvus cornix,Серая ворона
22368320,research,https://www.inaturalist.org/observations/22368320,https://inaturalist-open-data.s3.amazonaws.com/photos/34644640/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
22464233,research,https://www.inaturalist.org/observations/22464233,https://inaturalist-open-data.s3.amazonaws.com/photos/34798218/medium.jpg,Hooded Crow,Corvus cornix,Серая ворона
22476420,research,https://www.inaturalist.org/observations/22476420,https://inaturalist-open-data.s3.amazonaws.com/photos/34817722/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
22477802,research,https://www.inaturalist.org/observations/22477802,https://inaturalist-open-data.s3.amazonaws.com/photos/34819638/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
22478209,research,https://www.inaturalist.org/observations/22478209,https://inaturalist-open-data.s3.amazonaws.com/photos/34820405/medium.jpg,Corneille mantelée,Corvus cornix,Серая ворона
