id,quality_grade,url,image_url,species_guess,scientific_name,common_name
9353836,research,https://www.inaturalist.org/observations/9353836,https://static.inaturalist.org/photos/12697102/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
12293213,research,https://www.inaturalist.org/observations/12293213,https://static.inaturalist.org/photos/17684724/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
12983522,research,https://www.inaturalist.org/observations/12983522,https://static.inaturalist.org/photos/18881481/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
21000173,research,https://www.inaturalist.org/observations/21000173,https://inaturalist-open-data.s3.amazonaws.com/photos/32433671/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
22368345,research,https://www.inaturalist.org/observations/22368345,https://inaturalist-open-data.s3.amazonaws.com/photos/34644692/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
23898630,research,https://www.inaturalist.org/observations/23898630,https://static.inaturalist.org/photos/36975077/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
24507124,research,https://www.inaturalist.org/observations/24507124,https://inaturalist-open-data.s3.amazonaws.com/photos/37896405/medium.jpg,Colombo domestico,Columba livia domestica,Домашний голубь
25933917,research,https://www.inaturalist.org/observations/25933917,https://static.inaturalist.org/photos/40225749/medium.jpg,Haustaube,Columba livia domestica,Домашний голубь
26091016,research,https://www.inaturalist.org/observations/26091016,https://inaturalist-open-data.s3.amazonaws.com/photos/40482281/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
27706532,research,https://www.inaturalist.org/observations/27706532,https://static.inaturalist.org/photos/43137756/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
27862164,research,https://www.inaturalist.org/observations/27862164,https://static.inaturalist.org/photos/43394417/medium.jpeg,Gołąb miejski,Columba livia domestica,Домашний голубь
29311583,research,https://www.inaturalist.org/observations/29311583,https://static.inaturalist.org/photos/45740292/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
30442354,research,https://www.inaturalist.org/observations/30442354,https://inaturalist-open-data.s3.amazonaws.com/photos/47560109/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
31116705,research,https://www.inaturalist.org/observations/31116705,https://inaturalist-open-data.s3.amazonaws.com/photos/48668891/medium.jpg,Домашний голубь,Columba livia domestica,Домашний голубь
32096616,research,https://www.inaturalist.org/observations/32096616,https://inaturalist-open-data.s3.amazonaws.com/photos/50308531/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
33790672,research,https://www.inaturalist.org/observations/33790672,https://inaturalist-open-data.s3.amazonaws.com/photos/53109235/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
33819363,research,https://www.inaturalist.org/observations/33819363,https://inaturalist-open-data.s3.amazonaws.com/photos/53157977/medium.jpg,Haustaube,Columba livia domestica,Домашний голубь
35481588,research,https://www.inaturalist.org/observations/35481588,https://inaturalist-open-data.s3.amazonaws.com/photos/55950969/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
37451160,research,https://www.inaturalist.org/observations/37451160,https://inaturalist-open-data.s3.amazonaws.com/photos/59373409/medium.jpeg,Gołąb miejski,Columba livia domestica,Домашний голубь
37451363,research,https://www.inaturalist.org/observations/37451363,https://inaturalist-open-data.s3.amazonaws.com/photos/59373791/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
37451684,research,https://www.inaturalist.org/observations/37451684,https://inaturalist-open-data.s3.amazonaws.com/photos/59374055/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
37451689,research,https://www.inaturalist.org/observations/37451689,https://inaturalist-open-data.s3.amazonaws.com/photos/59374099/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
37451692,research,https://www.inaturalist.org/observations/37451692,https://inaturalist-open-data.s3.amazonaws.com/photos/59374121/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
37451697,research,https://www.inaturalist.org/observations/37451697,https://inaturalist-open-data.s3.amazonaws.com/photos/59374160/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
37451709,research,https://www.inaturalist.org/observations/37451709,https://inaturalist-open-data.s3.amazonaws.com/photos/59374273/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
38397525,research,https://www.inaturalist.org/observations/38397525,https://inaturalist-open-data.s3.amazonaws.com/photos/61018265/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
39057277,research,https://www.inaturalist.org/observations/39057277,https://inaturalist-open-data.s3.amazonaws.com/photos/61972793/medium.jpg,Домашний голубь,Columba livia domestica,Домашний голубь
41096655,research,https://www.inaturalist.org/observations/41096655,https://inaturalist-open-data.s3.amazonaws.com/photos/65164380/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
41485183,research,https://www.inaturalist.org/observations/41485183,https://inaturalist-open-data.s3.amazonaws.com/photos/65814391/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
42316591,research,https://www.inaturalist.org/observations/42316591,https://inaturalist-open-data.s3.amazonaws.com/photos/67185307/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
42829404,research,https://www.inaturalist.org/observations/42829404,https://static.inaturalist.org/photos/68695753/medium.jpg,Pigeon biset domestique,Columba livia domestica,Домашний голубь
44114737,research,https://www.inaturalist.org/observations/44114737,https://inaturalist-open-data.s3.amazonaws.com/photos/69941485/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
46204472,research,https://www.inaturalist.org/observations/46204472,https://inaturalist-open-data.s3.amazonaws.com/photos/73283538/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
51293398,research,https://www.inaturalist.org/observations/51293398,https://static.inaturalist.org/photos/81482627/medium.jpg,Домашний голубь,Columba livia domestica,Домашний голубь
53236034,research,https://www.inaturalist.org/observations/53236034,https://static.inaturalist.org/photos/84662775/medium.jpeg,Haustaube,Columba livia domestica,Домашний голубь
56920257,research,https://www.inaturalist.org/observations/56920257,https://inaturalist-open-data.s3.amazonaws.com/photos/90746190/medium.jpeg,Colombo domestico,Columba livia domestica,Домашний голубь
56927843,research,https://www.inaturalist.org/observations/56927843,https://static.inaturalist.org/photos/90758799/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
57213147,research,https://www.inaturalist.org/observations/57213147,https://static.inaturalist.org/photos/91241354/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
57335248,research,https://www.inaturalist.org/observations/57335248,https://static.inaturalist.org/photos/91444282/medium.jpg,Домашний голубь,Columba livia domestica,Домашний голубь
57335442,research,https://www.inaturalist.org/observations/57335442,https://static.inaturalist.org/photos/91444634/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
57426599,research,https://www.inaturalist.org/observations/57426599,https://static.inaturalist.org/photos/91597952/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
57427973,research,https://www.inaturalist.org/observations/57427973,https://static.inaturalist.org/photos/91606361/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
57437255,research,https://www.inaturalist.org/observations/57437255,https://static.inaturalist.org/photos/91616126/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
58317316,research,https://www.inaturalist.org/observations/58317316,https://inaturalist-open-data.s3.amazonaws.com/photos/93095793/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
60431564,research,https://www.inaturalist.org/observations/60431564,https://inaturalist-open-data.s3.amazonaws.com/photos/96629856/medium.jpg,Gołąb miejski,Columba livia domestica,Домашний голубь
60710637,research,https://www.inaturalist.org/observations/60710637,https://static.inaturalist.org/photos/97096851/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
61332848,research,https://www.inaturalist.org/observations/61332848,https://static.inaturalist.org/photos/98132677/medium.jpeg,Kesykyyhky,Columba livia domestica,Домашний голубь
64590604,research,https://www.inaturalist.org/observations/64590604,https://inaturalist-open-data.s3.amazonaws.com/photos/103863032/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
64604301,research,https://www.inaturalist.org/observations/64604301,https://inaturalist-open-data.s3.amazonaws.com/photos/103883582/medium.jpg,Домашний голубь,Columba livia domestica,Домашний голубь
64610332,research,https://www.inaturalist.org/observations/64610332,https://inaturalist-open-data.s3.amazonaws.com/photos/103894407/medium.jpg,Pombo-doméstico,Columba livia domestica,Домашний голубь
64817865,research,https://www.inaturalist.org/observations/64817865,https://inaturalist-open-data.s3.amazonaws.com/photos/104267905/medium.jpeg,Feral Pigeon,Columba livia domestica,Домашний голубь
65597838,research,https://www.inaturalist.org/observations/65597838,https://inaturalist-open-data.s3.amazonaws.com/photos/105609372/medium.jpg,Feral Pigeon,Columba livia domestica,Домашний голубь
66108105,research,https://www.inaturalist.org/observations/66108105,https://inaturalist-open-data.s3.amazonaws.com/photos/106495892/medium.jpeg,Домашний голубь,Columba livia domestica,Домашний голубь
67523853,research,https://www.inaturalist.org/observations/67523853,https://inaturalist-open-data.s3.amazonaws.com/photos/109113062/medium.jpeg,Pigeon biset domestique,Columba livia domestica,Домашний голубь
